"id","name","salesPrice","originalPrice","discountPercentage","rating","countReview","productUrl","imageUrl","shopName","shopUrl","shopLocation","isGoldMerchant","isOfficial","preorder"
193888219,"GEARBOX WASH MESIN CUCI MANUAL LG ORIGINAL ALL TYPE 7KG - 16KG","Rp693.000","",0,5,24,"https://www.tokopedia.com/goodelectronics/gearbox-wash-mesin-cuci-manual-lg-original-all-type-7kg-16kg?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/product-1/2018/9/29/4658799/4658799_4db75979-240b-453e-8657-21afa9310e5a_960_1280.jpeg","ALFARIEL PART ELECTRONIC","https://www.tokopedia.com/goodelectronics","Binjai",true,false,false
38648248,"Selang Air Masuk Inlet Mesin Cuci 2 Tabung","Rp4.000","Rp7.500",47,5,347,"https://www.tokopedia.com/dramashop/selang-air-masuk-inlet-mesin-cuci-2-tabung?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/product-1/2016/1/26/358527/358527_d2d6bdc5-4e0f-4b36-a9d6-b84865f058d2.jpg","dramashop","https://www.tokopedia.com/dramashop","Jakarta Timur",true,false,false
1422969877,"TIMER MESIN CUCI 7 KABEL VISERO (VTM-15-7)","Rp20.500","",0,5,1,"https://www.tokopedia.com/viseroindo/timer-mesin-cuci-7-kabel-visero-vtm-15-7?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/14/906986ff-e714-4e29-99d1-6c7885ec1834.jpg","VISERO INDONESIA","https://www.tokopedia.com/viseroindo","Kab. Tangerang",true,false,false
1537639716,"Tutup pulsator Mesin Cuci Panasonic ORIGINAL","Rp26.000","",0,5,51,"https://www.tokopedia.com/muliastoresby/tutup-pulsator-mesin-cuci-panasonic-original?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/18/8ac9fd71-2857-4c48-aabd-378969b0cd77.jpg","Toko Mulia Surabaya","https://www.tokopedia.com/muliastoresby","Surabaya",true,false,false
14768964084,"Mesin Cuci 8 Kg Sharp EST80MW Mesin Cuci Sharp 2 Tabung ES-T80MW 8Kg","Rp1.590.000","",0,5,1,"https://www.tokopedia.com/bonjour-electronic/mesin-cuci-8-kg-sharp-est80mw-mesin-cuci-sharp-2-tabung-es-t80mw-8kg?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/8/10/bb3d385f-556d-41f8-a9d9-a47ee40a131b.jpg","Bonjour Electronic Official Store","https://www.tokopedia.com/bonjour-electronic","Depok",true,true,false
12646404262,"Mesin cuci LG 2 tabung 8kg P8000N 350 watt","Rp1.923.900","",0,5,10,"https://www.tokopedia.com/myelectronic1/mesin-cuci-lg-2-tabung-8kg-p8000n-350-watt-lg-p700nonp-7kg-mesin-cuci-aja-ff4ca?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/2/4/b83dd4e9-e98a-4495-b63a-b103ff30a28f.jpg","myelectronic","https://www.tokopedia.com/myelectronic1","Jakarta Selatan",true,false,false
353626215,"SHARP ES-F950P MESIN CUCI TOP LOADING ESF950P FREE ONGKIR DEPOK","Rp2.278.000","",0,5,27,"https://www.tokopedia.com/ehouse/sharp-es-f950p-mesin-cuci-top-loading-esf950p-free-ongkir-depok?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/product-1/2019/1/21/7151928/7151928_349ac34a-504e-46be-92f3-a9937cd34651_580_350.jpg","E-House28","https://www.tokopedia.com/ehouse","Depok",true,false,false
2427667192,"Drum Stainless Tabung Mesin Cuci Sharp ESFL 872 & ESFL 862","Rp492.000","",0,5,11,"https://www.tokopedia.com/oneway88/drum-stainless-tabung-mesin-cuci-sharp-esfl-872-esfl-862?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/17/948ac308-f2e6-4440-8473-c9a3c7474756.jpg","Oneway Olshop","https://www.tokopedia.com/oneway88","Bekasi",true,false,false
14908283878,"Pulsator mesin cuci Polytron 32 cm gigi 10 GRADE B","Rp33.000","",0,0,0,"https://www.tokopedia.com/uccjakarta/pulsator-mesin-cuci-polytron-32-cm-gigi-10-grade-b?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2024/8/23/66b62585-e297-41a7-ba91-353eb28c7331.jpg","UCC Jakarta","https://www.tokopedia.com/uccjakarta","Jakarta Barat",true,false,false
10747580669,"LG P1800RTM MESIN CUCI 2 TABUNG 18 KG P1800 HITAM NEW","Rp3.999.999","",0,5,3,"https://www.tokopedia.com/apelectric/lg-p1800rtm-mesin-cuci-2-tabung-18-kg-p1800-hitam-new?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/17/601fc24d-3a0d-49bc-8e5c-0ae8292826de.jpg","AP Electric","https://www.tokopedia.com/apelectric","Tangerang Selatan",true,false,false
12508220086,"Solenoid Water Valve Inlet Mesin Cuci LG WV81193  AJU72912233  DC12V","Rp85.000","",0,5,3,"https://www.tokopedia.com/grandyc/solenoid-water-valve-inlet-mesin-cuci-lg-wv81193-aju72912233-dc12v?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/10/a2854b7a-b614-4067-af1e-1f90dd8a87a6.jpg","Grandy Cool","https://www.tokopedia.com/grandyc","Jakarta Barat",true,false,false
3995480774,"Sharp ESM8500XT SA Mesin Cuci Top Loading 8,5 Kg New Megamouth ESM8500","Rp3.350.000","",0,5,21,"https://www.tokopedia.com/sun-electronic/sharp-esm8500xt-sa-mesin-cuci-top-loading-8-5-kg-new-megamouth-esm8500?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/4/999b34a5-662a-460f-b4c1-5662be8d347b.jpg","ABC SUN Electronic","https://www.tokopedia.com/sun-electronic","Bandung",true,true,false
262315683,"DINAMO WASH KAKI 3 180 WATT DINAMO PENGERING MESIN CUCI XD 180","Rp260.000","",0,5,53,"https://www.tokopedia.com/bundaelektro/dinamo-wash-kaki-3-180-watt-dinamo-pengering-mesin-cuci-xd-180?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/5/16/f8a5b822-6488-4050-8ad0-87ce004d36af.jpg","Bunda Elektronik","https://www.tokopedia.com/bundaelektro","Tangerang",true,false,false
12733916207,"AQUA Mesin cuci 1 Tabung 9kg AQW-900F Toploading AQUA 9kg 0F Series","Rp2.899.000","",0,4,2,"https://www.tokopedia.com/semeruelektroska/aqua-mesin-cuci-1-tabung-9kg-aqw-900f-toploading-aqua-9kg-0f-series?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/5/9/339124da-ef49-4c2a-961b-abffcde92529.png","Semeru Elektronik Solo","https://www.tokopedia.com/semeruelektroska","Surakarta",true,true,false
592772621,"MESIN CUCI SHARP AQUAMAGIC EST 95CR 2 TABUNG 9 KG LOW WATT Promo","Rp2.080.000","",0,5,11,"https://www.tokopedia.com/dutacikarang/mesin-cuci-sharp-aquamagic-est-95cr-2-tabung-9-kg-low-watt-promo?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/product-1/2019/10/21/15932959/15932959_7a097e24-5f27-4ad2-a178-6a8e1afd7371_700_700","duta elektronik cikarang","https://www.tokopedia.com/dutacikarang","Kab. Bekasi",true,true,false
13091520903,"TOSHIBA AW-DUM1600LN(MG) MESIN CUCI TOP LOAD INVERTER 15 KG","Rp4.948.000","",0,0,0,"https://www.tokopedia.com/ufosemarang/toshiba-aw-dum1600ln-mg-mesin-cuci-top-load-inverter-15-kg?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/5/f19c7ae5-aabe-4a2f-a2c9-b45b362aa38a.png","UFO ELEKTRONIKA SEMARANG","https://www.tokopedia.com/ufosemarang","Semarang",true,true,false
393058673,"ring tabung pengering mesin cuci ori","Rp100.000","",0,5,1,"https://www.tokopedia.com/vernadh/ring-tabung-pengering-mesin-cuci-ori?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/product-1/2019/1/20/2988378/2988378_f5895058-f7c2-468c-a918-96dd6552355e_720_720.jpg","vernadh","https://www.tokopedia.com/vernadh","Jakarta Utara",true,false,false
11531240296,"Selang Air Masuk Mesin Cuci 2 Tabung Universal","Rp5.000","",0,5,5,"https://www.tokopedia.com/zahiraelektrik/selang-air-masuk-mesin-cuci-2-tabung-universal?extParam=ivf%3Dfalse","https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/9/7/4c903437-574d-45ff-921a-9fd8df2ceb51.jpg","Zahira_Elektrik","https://www.tokopedia.com/zahiraelektrik","Surabaya",true,false,false
